ANO_ELEICAO,NR_TURNO,SG_UF,NM_MUNICIPIO,SG_PARTIDO,VR_DESPESA_CONTRATADA,VR_PAGTO_DESPESA
2020,1,AC,ACRELÂNDIA,DEM,4000.0,4000.0
2020,1,AC,ACRELÂNDIA,MDB,100431.4,100431.4
2020,1,AC,ACRELÂNDIA,PDT,18030.25,18030.25
2020,1,AC,ACRELÂNDIA,PL,5000.0,5000.0
2020,1,AC,ACRELÂNDIA,PP,44879.45,44879.45
2020,1,AC,ACRELÂNDIA,PROS,15000.0,15000.0
2020,1,AC,ACRELÂNDIA,PSD,39000.0,39000.0
2020,1,AC,ACRELÂNDIA,PSDB,12470.0,12470.0
2020,1,AC,ACRELÂNDIA,SOLIDARIEDADE,0.0,0.0
2020,1,AC,ASSIS BRASIL,MDB,81318.96,81318.96
2020,1,AC,ASSIS BRASIL,PC do B,34999.0,34999.0
2020,1,AC,ASSIS BRASIL,PP,0.0,0.0
2020,1,AC,ASSIS BRASIL,PSB,6000.0,6000.0
2020,1,AC,ASSIS BRASIL,PSD,194000.0,194000.0
2020,1,AC,ASSIS BRASIL,PSDB,10000.0,10000.0
2020,1,AC,ASSIS BRASIL,PT,32199.95,32199.95
2020,1,AC,BRASILÉIA,DC,0.0,0.0
2020,1,AC,BRASILÉIA,MDB,250345.67,250345.67
2020,1,AC,BRASILÉIA,PC do B,0.0,0.0
2020,1,AC,BRASILÉIA,PP,1390.0,1390.0
2020,1,AC,BRASILÉIA,PROS,2416.0,2416.0
2020,1,AC,BRASILÉIA,PSB,13180.64,13180.64
2020,1,AC,BRASILÉIA,PSD,119493.15,119493.15
2020,1,AC,BRASILÉIA,PSDB,96340.98,96340.98
2020,1,AC,BRASILÉIA,PSL,35469.0,35469.0
2020,1,AC,BRASILÉIA,PT,115156.66,115156.66
2020,1,AC,BRASILÉIA,SOLIDARIEDADE,560.0,560.0
2020,1,AC,BUJARI,MDB,10634.8,10634.8
2020,1,AC,BUJARI,PATRIOTA,0.0,0.0
2020,1,AC,BUJARI,PC do B,0.0,0.0
2020,1,AC,BUJARI,PDT,20966.0,20966.0
2020,1,AC,BUJARI,PP,0.0,0.0
2020,1,AC,BUJARI,PROS,1590.0,1590.0
2020,1,AC,BUJARI,PSB,9978.19,9978.18
2020,1,AC,BUJARI,PSD,56809.8,56809.8
2020,1,AC,BUJARI,PSDB,0.0,0.0
2020,1,AC,BUJARI,PT,10081.0,10081.0
2020,1,AC,BUJARI,REPUBLICANOS,15269.23,15219.23
2020,1,AC,BUJARI,SOLIDARIEDADE,49984.0,49984.0
2020,1,AC,CAPIXABA,DEM,131957.74,131957.74
2020,1,AC,CAPIXABA,MDB,75000.0,75000.0
2020,1,AC,CAPIXABA,PDT,0.0,0.0
2020,1,AC,CAPIXABA,PP,0.0,0.0
2020,1,AC,CAPIXABA,PROS,0.0,0.0
2020,1,AC,CAPIXABA,PSD,29996.0,29996.0
2020,1,AC,CAPIXABA,PSDB,0.0,0.0
2020,1,AC,CAPIXABA,PT,15894.0,15894.0
2020,1,AC,CAPIXABA,PTB,6500.0,6500.0
2020,1,AC,CAPIXABA,REPUBLICANOS,0.0,0.0
2020,1,AC,CAPIXABA,SOLIDARIEDADE,0.0,0.0
2020,1,AC,CRUZEIRO DO SUL,AVANTE,21994.0,21994.0
2020,1,AC,CRUZEIRO DO SUL,DC,0.0,0.0
2020,1,AC,CRUZEIRO DO SUL,DEM,500.0,500.0
2020,1,AC,CRUZEIRO DO SUL,MDB,924977.95,924977.95
2020,1,AC,CRUZEIRO DO SUL,PC do B,1000.0,1000.0
2020,1,AC,CRUZEIRO DO SUL,PDT,18305.0,18305.0
2020,1,AC,CRUZEIRO DO SUL,PL,5000.0,5000.0
2020,1,AC,CRUZEIRO DO SUL,PP,285142.09,285142.09
2020,1,AC,CRUZEIRO DO SUL,PROS,7350.0,7350.0
2020,1,AC,CRUZEIRO DO SUL,PSB,13050.0,13050.0
2020,1,AC,CRUZEIRO DO SUL,PSD,199993.0,199993.0
2020,1,AC,CRUZEIRO DO SUL,PSDB,80834.33,80834.33
2020,1,AC,CRUZEIRO DO SUL,PSL,656960.95,656960.95
2020,1,AC,CRUZEIRO DO SUL,SOLIDARIEDADE,0.0,0.0
2020,1,AC,EPITACIOLÂNDIA,DEM,10500.0,10500.0
2020,1,AC,EPITACIOLÂNDIA,MDB,41992.0,41992.0
2020,1,AC,EPITACIOLÂNDIA,PODE,12551.4,12551.4
2020,1,AC,EPITACIOLÂNDIA,PP,44703.35,44703.35
2020,1,AC,EPITACIOLÂNDIA,PROS,1790.0,1790.0
2020,1,AC,EPITACIOLÂNDIA,PSD,66498.0,66498.0
2020,1,AC,EPITACIOLÂNDIA,PSDB,115649.93,115649.93
2020,1,AC,EPITACIOLÂNDIA,PSL,188681.95,188681.95
2020,1,AC,EPITACIOLÂNDIA,PT,23871.55,23871.55
2020,1,AC,EPITACIOLÂNDIA,SOLIDARIEDADE,0.0,0.0
2020,1,AC,FEIJÓ,DEM,18443.0,18443.0
2020,1,AC,FEIJÓ,MDB,159973.96,159973.96
2020,1,AC,FEIJÓ,PC do B,0.0,0.0
2020,1,AC,FEIJÓ,PDT,0.0,0.0
2020,1,AC,FEIJÓ,PP,168416.95,168416.95
2020,1,AC,FEIJÓ,PSB,11907.85,11907.85
2020,1,AC,FEIJÓ,PSD,44865.11,44865.11
2020,1,AC,FEIJÓ,PSDB,29982.9,29982.9
2020,1,AC,FEIJÓ,PSL,126480.0,126480.0
2020,1,AC,FEIJÓ,PT,23370.0,23370.0
2020,1,AC,FEIJÓ,SOLIDARIEDADE,0.0,0.0
2020,1,AC,JORDÃO,MDB,160019.75,160019.75
2020,1,AC,JORDÃO,PC do B,40000.0,40000.0
2020,1,AC,JORDÃO,PDT,19920.0,19920.0
2020,1,AC,JORDÃO,PL,11486.0,11486.0
2020,1,AC,JORDÃO,PSD,0.0,0.0
2020,1,AC,JORDÃO,PSDB,19538.95,19538.95
2020,1,AC,JORDÃO,PT,32554.9,32554.9
2020,1,AC,MANOEL URBANO,DEM,8500.0,8500.0
2020,1,AC,MANOEL URBANO,MDB,95850.48,95850.48
2020,1,AC,MANOEL URBANO,PC do B,0.0,0.0
2020,1,AC,MANOEL URBANO,PP,0.0,0.0
2020,1,AC,MANOEL URBANO,PSB,3996.5,3996.5
2020,1,AC,MANOEL URBANO,PSD,144738.78,144738.78
2020,1,AC,MANOEL URBANO,PSDB,12000.0,12000.0
2020,1,AC,MANOEL URBANO,PT,11970.0,11970.0
2020,1,AC,MARECHAL THAUMATURGO,MDB,29200.0,29200.0
2020,1,AC,MARECHAL THAUMATURGO,PC do B,10000.0,10000.0
2020,1,AC,MARECHAL THAUMATURGO,PDT,0.0,0.0
2020,1,AC,MARECHAL THAUMATURGO,PP,5000.0,5000.0
2020,1,AC,MARECHAL THAUMATURGO,PROS,0.0,0.0
2020,1,AC,MARECHAL THAUMATURGO,PSB,2300.0,2300.0
2020,1,AC,MARECHAL THAUMATURGO,PSD,177278.4,177278.4
2020,1,AC,MARECHAL THAUMATURGO,PSDB,10000.0,10000.0
2020,1,AC,MARECHAL THAUMATURGO,PT,32500.0,32500.0
2020,1,AC,MARECHAL THAUMATURGO,SOLIDARIEDADE,10000.0,10000.0
2020,1,AC,MÂNCIO LIMA,MDB,151672.4,151672.4
2020,1,AC,MÂNCIO LIMA,PC do B,0.0,0.0
2020,1,AC,MÂNCIO LIMA,PDT,0.0,0.0
2020,1,AC,MÂNCIO LIMA,PP,0.0,0.0
2020,1,AC,MÂNCIO LIMA,PROS,0.0,0.0
2020,1,AC,MÂNCIO LIMA,PSD,57000.0,57000.0
2020,1,AC,MÂNCIO LIMA,PSDB,0.0,0.0
2020,1,AC,MÂNCIO LIMA,PSL,53687.0,53687.0
2020,1,AC,MÂNCIO LIMA,PT,70810.45,70810.45
2020,1,AC,MÂNCIO LIMA,REPUBLICANOS,3300.0,3300.0
2020,1,AC,PLÁCIDO DE CASTRO,DEM,13759.0,13759.0
2020,1,AC,PLÁCIDO DE CASTRO,MDB,22354.65,22354.65
2020,1,AC,PLÁCIDO DE CASTRO,PDT,0.0,0.0
2020,1,AC,PLÁCIDO DE CASTRO,PP,700.0,700.0
2020,1,AC,PLÁCIDO DE CASTRO,PSB,11202.4,11202.4
2020,1,AC,PLÁCIDO DE CASTRO,PSD,164750.0,164750.0
2020,1,AC,PLÁCIDO DE CASTRO,PSDB,254349.85,254349.85
2020,1,AC,PLÁCIDO DE CASTRO,PSL,78575.31,78575.31
2020,1,AC,PLÁCIDO DE CASTRO,PT,22630.0,22630.0
2020,1,AC,PLÁCIDO DE CASTRO,REPUBLICANOS,12223.5,12223.5
2020,1,AC,PLÁCIDO DE CASTRO,SOLIDARIEDADE,0.0,0.0
2020,1,AC,PORTO ACRE,DEM,12000.0,12000.0
2020,1,AC,PORTO ACRE,MDB,105217.4,105217.4
2020,1,AC,PORTO ACRE,PC do B,0.0,0.0
2020,1,AC,PORTO ACRE,PL,13957.84,13957.84
2020,1,AC,PORTO ACRE,PP,104863.04,104863.04
2020,1,AC,PORTO ACRE,PROS,12200.0,12200.0
2020,1,AC,PORTO ACRE,PSB,15999.55,15999.55
2020,1,AC,PORTO ACRE,PSD,55049.45,55049.45
2020,1,AC,PORTO ACRE,PSDB,500.0,500.0
2020,1,AC,PORTO ACRE,PSL,45048.0,45048.0
2020,1,AC,PORTO ACRE,PTB,0.0,0.0
2020,1,AC,PORTO ACRE,REPUBLICANOS,57593.0,57593.0
2020,1,AC,PORTO ACRE,SOLIDARIEDADE,9010.0,9010.0
2020,1,AC,PORTO WALTER,DEM,3000.0,3000.0
2020,1,AC,PORTO WALTER,MDB,140397.65,140397.65
2020,1,AC,PORTO WALTER,PC do B,0.0,0.0
2020,1,AC,PORTO WALTER,PDT,0.0,0.0
2020,1,AC,PORTO WALTER,PROS,34965.0,34965.0
2020,1,AC,PORTO WALTER,PSB,0.0,0.0
2020,1,AC,PORTO WALTER,PSD,35272.55,35250.0
2020,1,AC,PORTO WALTER,PSDB,0.0,0.0
2020,1,AC,PORTO WALTER,PT,5500.0,5500.0
2020,1,AC,RIO BRANCO,AVANTE,178733.4,178733.4
2020,1,AC,RIO BRANCO,CIDADANIA,182612.24,182612.24
2020,1,AC,RIO BRANCO,DC,19490.05,19490.05
2020,1,AC,RIO BRANCO,DEM,75037.9,75037.9
2020,1,AC,RIO BRANCO,MDB,216910.59,216910.59
2020,1,AC,RIO BRANCO,PATRIOTA,105601.35,105601.35
2020,1,AC,RIO BRANCO,PC do B,72673.11,72673.11
2020,1,AC,RIO BRANCO,PCB,10993.97,10993.97
2020,1,AC,RIO BRANCO,PCO,0.0,0.0
2020,1,AC,RIO BRANCO,PDT,199209.2,199209.2
2020,1,AC,RIO BRANCO,PL,228970.24,228970.24
2020,1,AC,RIO BRANCO,PMB,0.0,0.0
2020,1,AC,RIO BRANCO,PMN,10000.0,10000.0
2020,1,AC,RIO BRANCO,PODE,128032.25,128032.25
2020,1,AC,RIO BRANCO,PP,176530.04,176529.69
2020,1,AC,RIO BRANCO,PROS,15928.0,15928.0
2020,1,AC,RIO BRANCO,PSB,306519.62,306519.62
2020,1,AC,RIO BRANCO,PSC,281776.37,281776.37
2020,1,AC,RIO BRANCO,PSD,745246.35,745246.35
2020,1,AC,RIO BRANCO,PSDB,693830.79,693830.79
2020,1,AC,RIO BRANCO,PSL,632128.52,632128.02
2020,1,AC,RIO BRANCO,PSOL,122312.74,122312.74
2020,1,AC,RIO BRANCO,PT,428633.24,428633.24
2020,1,AC,RIO BRANCO,PTB,107059.35,107059.35
2020,1,AC,RIO BRANCO,PV,41717.82,41717.82
2020,1,AC,RIO BRANCO,REPUBLICANOS,106353.36,106353.36
2020,1,AC,RIO BRANCO,SOLIDARIEDADE,42301.3,42301.3
2020,1,AC,RODRIGUES ALVES,DEM,0.0,0.0
2020,1,AC,RODRIGUES ALVES,MDB,71038.0,71038.0
2020,1,AC,RODRIGUES ALVES,PC do B,10000.0,10000.0
2020,1,AC,RODRIGUES ALVES,PDT,1000.0,1000.0
2020,1,AC,RODRIGUES ALVES,PP,0.0,0.0
2020,1,AC,RODRIGUES ALVES,PROS,58300.0,58300.0
2020,1,AC,RODRIGUES ALVES,PSD,35981.0,35981.0
2020,1,AC,RODRIGUES ALVES,PSL,15035.0,15035.0
2020,1,AC,RODRIGUES ALVES,PSOL,0.0,0.0
2020,1,AC,RODRIGUES ALVES,PT,106260.94,106260.94
2020,1,AC,RODRIGUES ALVES,PTB,4971.6,4971.6
2020,1,AC,SANTA ROSA DO PURUS,DEM,0.0,0.0
2020,1,AC,SANTA ROSA DO PURUS,MDB,47396.8,47396.8
2020,1,AC,SANTA ROSA DO PURUS,PP,0.0,0.0
2020,1,AC,SANTA ROSA DO PURUS,PROS,14691.07,14691.07
2020,1,AC,SANTA ROSA DO PURUS,PSD,0.0,0.0
2020,1,AC,SANTA ROSA DO PURUS,PSDB,0.0,0.0
2020,1,AC,SANTA ROSA DO PURUS,PT,0.0,0.0
2020,1,AC,SANTA ROSA DO PURUS,SOLIDARIEDADE,79953.4,79953.4
2020,1,AC,SENA MADUREIRA,DEM,27117.82,27117.82
2020,1,AC,SENA MADUREIRA,MDB,186911.8,186911.8
2020,1,AC,SENA MADUREIRA,PDT,0.0,0.0
2020,1,AC,SENA MADUREIRA,PP,23000.0,23000.0
2020,1,AC,SENA MADUREIRA,PSB,0.0,0.0
2020,1,AC,SENA MADUREIRA,PSD,144271.0,144271.0
2020,1,AC,SENA MADUREIRA,PSDB,26260.42,26260.42
2020,1,AC,SENA MADUREIRA,PTB,6772.0,6772.0
2020,1,AC,SENADOR GUIOMARD,MDB,121127.5,121127.5
2020,1,AC,SENADOR GUIOMARD,PL,8797.92,8797.92
2020,1,AC,SENADOR GUIOMARD,PP,1180.0,1180.0
2020,1,AC,SENADOR GUIOMARD,PSD,109699.35,109699.35
2020,1,AC,SENADOR GUIOMARD,PSDB,186275.39,186275.39
2020,1,AC,SENADOR GUIOMARD,PSL,48185.0,48185.0
2020,1,AC,SENADOR GUIOMARD,REPUBLICANOS,16299.279999999999,16299.28
2020,1,AC,SENADOR GUIOMARD,SOLIDARIEDADE,230117.35,230117.35
2020,1,AC,TARAUACÁ,DC,1979.0,1979.0
2020,1,AC,TARAUACÁ,DEM,193500.07,193500.0
2020,1,AC,TARAUACÁ,MDB,150998.02,150998.02
2020,1,AC,TARAUACÁ,PC do B,102180.0,102180.0
2020,1,AC,TARAUACÁ,PDT,127980.77,127980.76999999999
2020,1,AC,TARAUACÁ,PP,987.0,987.0
2020,1,AC,TARAUACÁ,PSD,71330.0,71330.0
2020,1,AC,TARAUACÁ,PSDB,21853.84,21853.84
2020,1,AC,TARAUACÁ,PSOL,28.0,28.0
2020,1,AC,TARAUACÁ,PT,7410.0,7410.0
2020,1,AC,TARAUACÁ,PTB,0.0,0.0
2020,1,AC,XAPURI,DEM,15200.0,15200.0
2020,1,AC,XAPURI,MDB,101750.0,101750.0
2020,1,AC,XAPURI,PP,77526.7,77526.7
2020,1,AC,XAPURI,PSB,11840.2,11840.2
2020,1,AC,XAPURI,PSD,98987.0,98987.0
2020,1,AC,XAPURI,PSOL,22100.0,22100.0
2020,1,AC,XAPURI,PT,67968.83,67968.83
2020,1,AL,ANADIA,MDB,67208.73,67208.73
2020,1,AL,ANADIA,PP,213274.79,213274.79
2020,1,AL,ANADIA,PROS,19390.0,19390.0
2020,1,AL,ANADIA,PTB,13827.34,13827.34
2020,1,AL,ARAPIRACA,AVANTE,63237.55,63237.55
2020,1,AL,ARAPIRACA,CIDADANIA,78525.5,78525.5
2020,1,AL,ARAPIRACA,DC,0.0,0.0
2020,1,AL,ARAPIRACA,DEM,14420.0,14420.0
2020,1,AL,ARAPIRACA,MDB,1016309.96,1016309.96
2020,1,AL,ARAPIRACA,PATRIOTA,504383.93,504383.93
2020,1,AL,ARAPIRACA,PDT,0.0,0.0
2020,1,AL,ARAPIRACA,PL,0.0,0.0
2020,1,AL,ARAPIRACA,PMN,40451.0,40451.0
2020,1,AL,ARAPIRACA,PP,361464.36,361464.36
2020,1,AL,ARAPIRACA,PROS,196931.58000000002,196931.58
2020,1,AL,ARAPIRACA,PSC,32163.81,32163.81
2020,1,AL,ARAPIRACA,PSDB,326305.13,325906.1
2020,1,AL,ARAPIRACA,PSL,59403.99,59403.99
2020,1,AL,ARAPIRACA,PSOL,1022.1,1022.0999999999999
2020,1,AL,ARAPIRACA,PT,47786.52,47786.52
2020,1,AL,ARAPIRACA,PTC,0.0,0.0
2020,1,AL,ARAPIRACA,PV,8900.0,8900.0
2020,1,AL,ARAPIRACA,REPUBLICANOS,1635057.48,1635057.48
2020,1,AL,ARAPIRACA,SOLIDARIEDADE,299136.47,299136.47000000003
2020,1,AL,ATALAIA,MDB,275747.45,275747.45
2020,1,AL,ATALAIA,PODE,4014.0,4014.0
2020,1,AL,ATALAIA,PP,10268.0,10268.0
2020,1,AL,ATALAIA,PSC,276843.83,276843.83
2020,1,AL,ATALAIA,PT,16498.94,16498.94
2020,1,AL,ATALAIA,REPUBLICANOS,4510.0,4510.0
2020,1,AL,BARRA DE SANTO ANTÔNIO,DEM,120951.97,120951.97
2020,1,AL,BARRA DE SANTO ANTÔNIO,PL,15893.61,15893.61
2020,1,AL,BARRA DE SANTO ANTÔNIO,PP,9126.25,9126.25
2020,1,AL,BARRA DE SANTO ANTÔNIO,PTB,110952.19,110952.19
2020,1,AL,BARRA DE SÃO MIGUEL,DC,0.0,0.0
2020,1,AL,BARRA DE SÃO MIGUEL,MDB,1570.0000000000002,1570.0
2020,1,AL,BARRA DE SÃO MIGUEL,PC do B,26494.35,26494.35
2020,1,AL,BARRA DE SÃO MIGUEL,PP,311319.2,309631.17
2020,1,AL,BARRA DE SÃO MIGUEL,PSD,201707.0,193707.0
2020,1,AL,BARRA DE SÃO MIGUEL,PTB,48165.64,48165.64
2020,1,AL,BARRA DE SÃO MIGUEL,REPUBLICANOS,6019.35,6019.35
2020,1,AL,BATALHA,AVANTE,15000.0,15000.0
2020,1,AL,BATALHA,DEM,44528.53,44528.53
2020,1,AL,BATALHA,MDB,125985.77,125985.77
2020,1,AL,BATALHA,PL,0.0,0.0
2020,1,AL,BATALHA,PP,20687.65,20687.65
2020,1,AL,BATALHA,PSB,8244.96,8244.96
2020,1,AL,BELO MONTE,MDB,66738.85,66738.85
2020,1,AL,BELO MONTE,PTB,123965.67,123965.64
2020,1,AL,BELÉM,MDB,128392.1,128392.1
2020,1,AL,BELÉM,PATRIOTA,500.0,500.0
2020,1,AL,BELÉM,PP,5265.7,5265.7
2020,1,AL,BELÉM,PSC,29159.35,29159.35
2020,1,AL,BELÉM,PSD,6945.15,6945.15
2020,1,AL,BELÉM,PT,1800.35,1800.35
2020,1,AL,BOCA DA MATA,DC,244.25,244.25
2020,1,AL,BOCA DA MATA,MDB,166521.4,166521.4
2020,1,AL,BOCA DA MATA,PDT,12261.65,12261.65
2020,1,AL,BOCA DA MATA,PL,129006.84,129006.84
2020,1,AL,BOCA DA MATA,PP,75274.33,75274.33
2020,1,AL,BOCA DA MATA,PRTB,400.0,400.0
2020,1,AL,BRANQUINHA,CIDADANIA,4986.5,4986.5
2020,1,AL,BRANQUINHA,MDB,109306.12,109306.12
2020,1,AL,BRANQUINHA,PL,69052.38,69052.38
2020,1,AL,BRANQUINHA,PP,17875.7,17875.7
2020,1,AL,BRANQUINHA,PRTB,1217.0,1217.0
2020,1,AL,BRANQUINHA,PT,4500.0,4500.0
2020,1,AL,BRANQUINHA,PV,4645.0,4645.0
2020,1,AL,CACIMBINHAS,CIDADANIA,8005.22,8005.22
2020,1,AL,CACIMBINHAS,MDB,112708.71,112708.71
2020,1,AL,CAJUEIRO,AVANTE,29495.0,29495.0
2020,1,AL,CAJUEIRO,MDB,156497.83,156497.83
2020,1,AL,CAJUEIRO,PMN,51145.69,51145.69
2020,1,AL,CAJUEIRO,PODE,114828.89,114828.89
2020,1,AL,CAJUEIRO,PSB,1500.0,1500.0
2020,1,AL,CAJUEIRO,PT,1010.0,1010.0
2020,1,AL,CAJUEIRO,REPUBLICANOS,33081.65,33081.65
2020,1,AL,CAMPESTRE,MDB,109750.54,109750.54
2020,1,AL,CAMPESTRE,PL,14675.0,14675.0
2020,1,AL,CAMPESTRE,PMN,40573.53,40573.53
2020,1,AL,CAMPO ALEGRE,MDB,46137.4,46137.4
2020,1,AL,CAMPO ALEGRE,PP,217855.62,217855.62
2020,1,AL,CAMPO ALEGRE,PT,5316.7,5316.7
2020,1,AL,CAMPO ALEGRE,PTB,35021.85,35021.85
2020,1,AL,CAMPO GRANDE,MDB,260132.68,260132.68
2020,1,AL,CAMPO GRANDE,PDT,9011.65,9011.65
2020,1,AL,CAMPO GRANDE,PP,57725.0,57725.0
2020,1,AL,CAMPO GRANDE,PROS,12400.0,12400.0
2020,1,AL,CAMPO GRANDE,PSD,29974.53,29974.53
2020,1,AL,CAMPO GRANDE,PTB,13910.45,13910.45
2020,1,AL,CAMPO GRANDE,REPUBLICANOS,49250.71,49250.71
2020,1,AL,CANAPI,DEM,57785.95,57785.95
2020,1,AL,CANAPI,MDB,9131.0,9131.0
2020,1,AL,CANAPI,PP,134316.65,134316.65
2020,1,AL,CANAPI,PSDB,11810.45,11810.45
2020,1,AL,CANAPI,PT,47676.65,47676.65
2020,1,AL,CAPELA,MDB,140210.74,140210.74
2020,1,AL,CAPELA,PODE,82727.99,82727.99
2020,1,AL,CAPELA,PTC,300.0,300.0
2020,1,AL,CARNEIROS,MDB,69477.65,69477.65
2020,1,AL,CARNEIROS,PP,3840.0,3840.0
2020,1,AL,CARNEIROS,PROS,60.0,60.0
2020,1,AL,CARNEIROS,PSC,2888.56,2888.56
2020,1,AL,CARNEIROS,PTB,23660.95,23660.95
2020,1,AL,CHÃ PRETA,DEM,1007.0,1007.0
2020,1,AL,CHÃ PRETA,MDB,48138.18,48138.18
2020,1,AL,CHÃ PRETA,PMN,42607.27,42607.27
2020,1,AL,CHÃ PRETA,PROS,67684.43000000001,67684.43
2020,1,AL,CHÃ PRETA,PSDB,26500.0,26500.0
2020,1,AL,COITÉ DO NÓIA,CIDADANIA,31433.75,31433.75
2020,1,AL,COITÉ DO NÓIA,MDB,125914.78,125914.78
2020,1,AL,COITÉ DO NÓIA,PP,53715.75,53715.75
2020,1,AL,COITÉ DO NÓIA,PRTB,600.0,600.0
2020,1,AL,COITÉ DO NÓIA,PSD,36744.0,35894.0
2020,1,AL,COITÉ DO NÓIA,PSDB,20575.0,20575.0
2020,1,AL,COLÔNIA LEOPOLDINA,MDB,152457.89,152457.89
2020,1,AL,COLÔNIA LEOPOLDINA,PATRIOTA,700.0,700.0
2020,1,AL,COLÔNIA LEOPOLDINA,PDT,1699.0,1699.0
2020,1,AL,COLÔNIA LEOPOLDINA,PP,22944.1,22944.1
2020,1,AL,COLÔNIA LEOPOLDINA,PSDB,133503.45,133503.45
2020,1,AL,COLÔNIA LEOPOLDINA,PT,25166.4,25166.4
2020,1,AL,COLÔNIA LEOPOLDINA,REPUBLICANOS,21755.0,21755.0
2020,1,AL,COQUEIRO SECO,MDB,86331.46,86331.46
2020,1,AL,COQUEIRO SECO,PL,19953.670000000002,19953.670000000002
2020,1,AL,COQUEIRO SECO,PMN,45953.02,46000.0
2020,1,AL,COQUEIRO SECO,PROS,238984.15,238984.15
2020,1,AL,COQUEIRO SECO,PSD,3.1,3.1
2020,1,AL,COQUEIRO SECO,PT,2000.0,2000.0
2020,1,AL,COQUEIRO SECO,PTB,200.0,200.0
2020,1,AL,CORURIPE,AVANTE,23950.0,23950.0
2020,1,AL,CORURIPE,MDB,694105.59,694105.59
2020,1,AL,CORURIPE,PDT,7205.95,7205.95
2020,1,AL,CORURIPE,PP,270884.93,270884.93
2020,1,AL,CORURIPE,PSD,27875.85,27875.85
2020,1,AL,CRAÍBAS,DEM,14101.0,14101.0
2020,1,AL,CRAÍBAS,MDB,189584.44,189584.44
2020,1,AL,CRAÍBAS,PP,97392.02,97392.02
2020,1,AL,CRAÍBAS,PSD,26008.7,26008.7
2020,1,AL,CRAÍBAS,PSDB,26846.8,26846.8
2020,1,AL,DELMIRO GOUVEIA,AVANTE,6908.0,6908.0
2020,1,AL,DELMIRO GOUVEIA,MDB,207033.13,207033.13
2020,1,AL,DELMIRO GOUVEIA,PDT,18162.0,18162.0
2020,1,AL,DELMIRO GOUVEIA,PROS,1310.0,1310.0
2020,1,AL,DELMIRO GOUVEIA,PSB,64270.99,64270.99
2020,1,AL,DELMIRO GOUVEIA,PSC,99586.9,99586.9
2020,1,AL,DELMIRO GOUVEIA,PSD,161179.59,161179.59
2020,1,AL,DELMIRO GOUVEIA,PSDB,99735.26,99735.26
2020,1,AL,DELMIRO GOUVEIA,PT,20069.0,20069.0
2020,1,AL,DELMIRO GOUVEIA,PTB,146814.0,146814.0
2020,1,AL,DELMIRO GOUVEIA,SOLIDARIEDADE,14818.0,14818.0
2020,1,AL,DOIS RIACHOS,MDB,188702.18,188702.18
2020,1,AL,DOIS RIACHOS,PDT,15664.57,15664.57
2020,1,AL,DOIS RIACHOS,PTB,49514.3,49514.3
2020,1,AL,ESTRELA DE ALAGOAS,DEM,14813.9,14813.9
2020,1,AL,ESTRELA DE ALAGOAS,PODE,0.0,0.0
2020,1,AL,ESTRELA DE ALAGOAS,PP,159374.4,159374.4
2020,1,AL,ESTRELA DE ALAGOAS,PTB,98944.3,91444.3
2020,1,AL,FEIRA GRANDE,DEM,28806.05,28806.05
2020,1,AL,FEIRA GRANDE,MDB,51572.2,51572.2
2020,1,AL,FEIRA GRANDE,PP,97845.23,97845.23
2020,1,AL,FEIRA GRANDE,PSC,157465.38,157465.38
2020,1,AL,FELIZ DESERTO,AVANTE,50000.0,50000.0
2020,1,AL,FELIZ DESERTO,CIDADANIA,5939.2,5939.2
2020,1,AL,FELIZ DESERTO,DEM,25840.0,25840.0
2020,1,AL,FELIZ DESERTO,MDB,8474.0,8474.0
2020,1,AL,FELIZ DESERTO,PP,176618.41999999998,176618.42
2020,1,AL,FELIZ DESERTO,PSD,0.0,0.0
2020,1,AL,FELIZ DESERTO,PT,1000.0,1000.0
2020,1,AL,FLEXEIRAS,DEM,0.0,0.0
2020,1,AL,FLEXEIRAS,MDB,12440.0,12440.0
2020,1,AL,FLEXEIRAS,PP,152632.03,152632.03
2020,1,AL,FLEXEIRAS,PT,10402.0,10402.0
2020,1,AL,FLEXEIRAS,PTB,61690.31,53850.31
2020,1,AL,GIRAU DO PONCIANO,MDB,122794.25,122794.25
2020,1,AL,GIRAU DO PONCIANO,PP,18557.05,18557.05
2020,1,AL,GIRAU DO PONCIANO,PSB,26901.35,26901.35
2020,1,AL,GIRAU DO PONCIANO,PSD,16669.05,16669.05
2020,1,AL,GIRAU DO PONCIANO,PSDB,53633.6,53633.6
2020,1,AL,GIRAU DO PONCIANO,PT,18516.33,18516.33
2020,1,AL,GIRAU DO PONCIANO,REDE,13310.45,13310.45
2020,1,AL,IBATEGUARA,AVANTE,7169.74,7169.74
2020,1,AL,IBATEGUARA,DEM,6490.04,6490.04
2020,1,AL,IBATEGUARA,MDB,152125.75,152125.75
2020,1,AL,IBATEGUARA,PSB,13193.0,13193.0
2020,1,AL,IBATEGUARA,PSD,124225.86,124207.86
2020,1,AL,IBATEGUARA,PTB,29030.0,29030.0
2020,1,AL,IGACI,CIDADANIA,15839.9,15839.9
2020,1,AL,IGACI,PP,205407.59,205407.59
2020,1,AL,IGACI,PROS,1560.0,1560.0
2020,1,AL,IGACI,PSD,7411.15,7411.15
2020,1,AL,IGACI,PTB,117614.02,117614.02
2020,1,AL,IGREJA NOVA,MDB,96742.34,96742.34
