SG_UF,NM_MUNICIPIO,QT_VOTOS_NOMINAIS_VALIDOS
AC,ACRELÂNDIA,13331
AC,ASSIS BRASIL,9129
AC,BRASILÉIA,25052
AC,BUJARI,13777
AC,CAPIXABA,11515
AC,CRUZEIRO DO SUL,83388
AC,EPITACIOLÂNDIA,17463
AC,FEIJÓ,30302
AC,JORDÃO,8006
AC,MANOEL URBANO,10538
AC,MARECHAL THAUMATURGO,16419
AC,MÂNCIO LIMA,17759
AC,PLÁCIDO DE CASTRO,18375
AC,PORTO ACRE,18549
AC,PORTO WALTER,10615
AC,RIO BRANCO,511910
AC,RODRIGUES ALVES,17627
AC,SANTA ROSA DO PURUS,5494
AC,SENA MADUREIRA,41962
AC,SENADOR GUIOMARD,26548
AC,TARAUACÁ,36067
AC,XAPURI,16937
AL,ANADIA,17666
AL,ARAPIRACA,210823
AL,ATALAIA,43459
AL,BARRA DE SANTO ANTÔNIO,18112
AL,BARRA DE SÃO MIGUEL,9898
AL,BATALHA,19708
AL,BELO MONTE,8058
AL,BELÉM,5687
AL,BOCA DA MATA,26678
AL,BRANQUINHA,12100
AL,CACIMBINHAS,11042
AL,CAJUEIRO,19343
AL,CAMPESTRE,8260
AL,CAMPO ALEGRE,34024
AL,CAMPO GRANDE,16035
AL,CANAPI,18963
AL,CAPELA,19140
AL,CARNEIROS,9330
AL,CHÃ PRETA,8470
AL,COITÉ DO NÓIA,12964
AL,COLÔNIA LEOPOLDINA,20497
AL,COQUEIRO SECO,8108
AL,CORURIPE,55628
AL,CRAÍBAS,29159
AL,DELMIRO GOUVEIA,52770
AL,DOIS RIACHOS,13558
AL,ESTRELA DE ALAGOAS,15041
AL,FEIRA GRANDE,26705
AL,FELIZ DESERTO,5376
AL,FLEXEIRAS,11560
AL,GIRAU DO PONCIANO,37779
AL,IBATEGUARA,16084
AL,IGACI,26744
AL,IGREJA NOVA,25107
AL,INHAPI,18172
AL,JACARÉ DOS HOMENS,7767
AL,JACUÍPE,8974
AL,JAPARATINGA,10871
AL,JARAMATAIA,7664
AL,JEQUIÁ DA PRAIA,12779
AL,JOAQUIM GOMES,16593
AL,JUNDIÁ,6791
AL,JUNQUEIRO,28548
AL,LAGOA DA CANOA,23597
AL,LIMOEIRO DE ANADIA,26314
AL,MACEIÓ,1130201
AL,MAJOR ISIDORO,21762
AL,MAR VERMELHO,5707
AL,MARAGOGI,31535
AL,MARAVILHA,11046
AL,MARECHAL DEODORO,57880
AL,MARIBONDO,14978
AL,MATA GRANDE,24764
AL,MATRIZ DE CAMARAGIBE,26162
AL,MESSIAS,18918
AL,MINADOR DO NEGRÃO,7364
AL,MONTEIRÓPOLIS,8500
AL,MURICI,25011
AL,NOVO LINO,13962
AL,OLHO D ÁGUA DAS FLORES,18616
AL,OLHO D ÁGUA DO CASADO,10761
AL,OLHO D ÁGUA GRANDE,6752
AL,OLIVENÇA,14027
AL,OURO BRANCO,13094
AL,PALESTINA,7739
AL,PALMEIRA DOS ÍNDIOS,64841
AL,PARICONHA,12765
AL,PARIPUEIRA,16024
AL,PASSO DE CAMARAGIBE,17924
AL,PAULO JACINTO,9221
AL,PENEDO,56570
AL,PIAÇABUÇU,20152
AL,PILAR,38301
AL,PINDOBA,4141
AL,PIRANHAS,26468
AL,PORTO CALVO,30252
AL,PORTO DE PEDRAS,10779
AL,PORTO REAL DO COLÉGIO,15294
AL,POÇO DAS TRINCHEIRAS,14976
AL,PÃO DE AÇÚCAR,26488
AL,QUEBRANGULO,12937
AL,RIO LARGO,83874
AL,ROTEIRO,7273
AL,SANTA LUZIA DO NORTE,8954
AL,SANTANA DO IPANEMA,44148
AL,SANTANA DO MUNDAÚ,12766
AL,SATUBA,17401
AL,SENADOR RUI PALMEIRA,12391
AL,SÃO BRÁS,10642
AL,SÃO JOSÉ DA LAJE,23717
AL,SÃO JOSÉ DA TAPERA,28423
AL,SÃO LUÍS DO QUITUNDE,33461
AL,SÃO MIGUEL DOS CAMPOS,52951
AL,SÃO MIGUEL DOS MILAGRES,11660
AL,SÃO SEBASTIÃO,37021
AL,TANQUE D ARCA,8003
AL,TAQUARANA,19294
AL,TEOTÔNIO VILELA,38399
AL,TRAIPU,24068
AL,UNIÃO DOS PALMARES,61702
AL,VIÇOSA,28740
AL,ÁGUA BRANCA,21391
AM,ALVARÃES,17375
AM,AMATURÁ,10082
AM,ANAMÃ,12963
AM,ANORI,13640
AM,APUÍ,14412
AM,ATALAIA DO NORTE,13078
AM,AUTAZES,41995
AM,BARCELOS,16032
AM,BARREIRINHA,31038
AM,BENJAMIN CONSTANT,32842
AM,BERURI,20918
AM,BOA VISTA DO RAMOS,18801
AM,BOCA DO ACRE,31738
AM,BORBA,33672
AM,CAAPIRANGA,14390
AM,CANUTAMA,14027
AM,CARAUARI,29280
AM,CAREIRO,34890
AM,CAREIRO DA VÁRZEA,25242
AM,COARI,84801
AM,CODAJÁS,23719
AM,EIRUNEPÉ,30174
AM,ENVIRA,15100
AM,FONTE BOA,23723
AM,GUAJARÁ,16686
AM,HUMAITÁ,46700
AM,IPIXUNA,17281
AM,IRANDUBA,55167
AM,ITACOATIARA,100711
AM,ITAMARATI,10911
AM,ITAPIRANGA,13092
AM,JAPURÁ,7521
AM,JURUÁ,10259
AM,JUTAÍ,20471
AM,LÁBREA,35620
AM,MANACAPURU,105637
AM,MANAQUIRI,21487
AM,MANAUS,2816877
AM,MANICORÉ,46239
AM,MARAÃ,14355
AM,MAUÉS,50908
AM,NHAMUNDÁ,22945
AM,NOVA OLINDA DO NORTE,23661
AM,NOVO AIRÃO,17168
AM,NOVO ARIPUANÃ,19234
AM,PARINTINS,98455
AM,PAUINI,15816
AM,PRESIDENTE FIGUEIREDO,32810
AM,RIO PRETO DA EVA,26212
AM,SANTA ISABEL DO RIO NEGRO,9524
AM,SANTO ANTÔNIO DO IÇÁ,25010
AM,SILVES,12241
AM,SÃO GABRIEL DA CACHOEIRA,42760
AM,SÃO PAULO DE OLIVENÇA,28419
AM,SÃO SEBASTIÃO DO UATUMÃ,11583
AM,TABATINGA,51863
AM,TAPAUÁ,18379
AM,TEFÉ,66217
AM,TONANTINS,16435
AM,UARINI,13230
AM,URUCARÁ,18772
AM,URUCURITUBA,20106
AP,AMAPÁ,9339
AP,CALÇOENE,11333
AP,CUTIAS,7971
AP,FERREIRA GOMES,9488
AP,ITAUBAL,12095
AP,LARANJAL DO JARI,39056
AP,MACAPÁ,565597
AP,MAZAGÃO,26049
AP,OIAPOQUE,22478
AP,PEDRA BRANCA DO AMAPARI,14451
AP,PORTO GRANDE,19455
AP,PRACUÚBA,5903
AP,SANTANA,116610
AP,SERRA DO NAVIO,5280
AP,TARTARUGALZINHO,15318
AP,VITÓRIA DO JARI,14927
BA,ABARÉ,11956
BA,ABAÍRA,10215
BA,ACAJUTIBA,18115
BA,ADUSTINA,18002
BA,AIQUARA,6284
BA,ALAGOINHAS,145931
BA,ALCOBAÇA,26231
BA,ALMADINA,7346
BA,AMARGOSA,38570
BA,AMÉLIA RODRIGUES,28522
BA,AMÉRICA DOURADA,19558
BA,ANAGÉ,28180
BA,ANDARAÍ,14476
BA,ANDORINHA,18855
BA,ANGICAL,16544
BA,ANGUERA,14277
BA,ANTAS,14342
BA,ANTÔNIO CARDOSO,17028
BA,ANTÔNIO GONÇALVES,13623
BA,APORÁ,19744
BA,APUAREMA,8908
BA,ARACATU,19866
BA,ARACI,56377
BA,ARAMARI,14117
BA,ARATACA,9589
BA,ARATUÍPE,12926
BA,ARAÇÁS,15908
BA,AURELINO LEAL,14368
BA,BAIANÓPOLIS,18981
BA,BAIXA GRANDE,22631
BA,BANZAÊ,15200
BA,BARRA,53539
BA,BARRA DA ESTIVA,31475
BA,BARRA DO CHOÇA,38820
BA,BARRA DO MENDES,18517
BA,BARRA DO ROCHA,6434
BA,BARREIRAS,142932
BA,BARRO ALTO,17306
BA,BARRO PRETO,9446
BA,BARROCAS,21382
BA,BELMONTE,23774
BA,BELO CAMPO,23840
BA,BIRITINGA,18161
BA,BOA NOVA,17525
BA,BOA VISTA DO TUPIM,19540
BA,BOM JESUS DA LAPA,69396
BA,BOM JESUS DA SERRA,13882
BA,BONINAL,15577
BA,BONITO,19874
BA,BOQUIRA,19863
BA,BOTUPORÃ,15404
BA,BREJOLÂNDIA,10869
BA,BREJÕES,16104
BA,BROTAS DE MACAÚBAS,14051
BA,BRUMADO,74137
BA,BUERAREMA,17933
BA,BURITIRAMA,23674
BA,CAATIBA,7435
BA,CABACEIRAS DO PARAGUAÇU,19874
BA,CACHOEIRA,36399
BA,CACULÉ,27786
BA,CAEM,12052
BA,CAETANOS,14876
BA,CAETITÉ,62475
BA,CAFARNAUM,22327
BA,CAIRU,21173
BA,CALDEIRÃO GRANDE,10686
BA,CAMACÃ,26233
BA,CAMAMU,34272
BA,CAMAÇARI,255243
BA,CAMPO ALEGRE DE LOURDES,35467
BA,CAMPO FORMOSO,85791
BA,CANARANA,30184
BA,CANAVIEIRAS,33332
BA,CANDEAL,11977
BA,CANDEIAS,97768
BA,CANDIBA,15880
BA,CANSANÇÃO,43436
BA,CANUDOS,19911
BA,CANÁPOLIS,13556
BA,CAPELA DO ALTO ALEGRE,14241
BA,CAPIM GROSSO,34585
BA,CARAVELAS,23475
BA,CARAÍBAS,13319
BA,CARDEAL DA SILVA,10884
BA,CARINHANHA,34009
BA,CASA NOVA,79907
BA,CASTRO ALVES,32909
BA,CATOLÂNDIA,7023
BA,CATU,57546
BA,CATURAMA,12276
BA,CENTRAL,20637
BA,CHORROCHÓ,14385
BA,CIPÓ,20833
BA,COARACI,23004
BA,COCOS,23767
BA,CONCEIÇÃO DA FEIRA,25752
BA,CONCEIÇÃO DO ALMEIDA,22411
BA,CONCEIÇÃO DO COITÉ,84402
BA,CONCEIÇÃO DO JACUÍPE,38437
BA,CONDE,27208
BA,CONDEÚBA,21450
BA,CONTENDAS DO SINCORÁ,6894
BA,CORAÇÃO DE MARIA,29769
BA,CORDEIROS,10660
BA,CORIBE,18798
BA,CORONEL JOÃO SÁ,17709
BA,CORRENTINA,40108
BA,COTEGIPE,18773
BA,CRAVOLÂNDIA,6233
BA,CRISTÓPOLIS,19302
BA,CRISÓPOLIS,24383
BA,CRUZ DAS ALMAS,69967
BA,CURAÇÁ,39470
BA,CÂNDIDO SALES,29094
BA,CÍCERO DANTAS,38652
BA,DIAS D ÁVILA,73700
BA,DOM BASÍLIO,16718
BA,DOM MACEDO COSTA,6853
BA,DÁRIO MEIRA,10794
BA,ELÍSIO MEDRADO,11329
BA,ENCRUZILHADA,22513
BA,ENTRE RIOS,42877
BA,ESPLANADA,39192
BA,EUCLIDES DA CUNHA,67688
BA,EUNÁPOLIS,114205
BA,FEIRA DA MATA,8959
BA,FEIRA DE SANTANA,873453
BA,FILADÉLFIA,22700
BA,FIRMINO ALVES,9970
BA,FLORESTA AZUL,11767
BA,FORMOSA DO RIO PRETO,31177
BA,FÁTIMA,23337
BA,GANDU,34176
BA,GAVIÃO,6886
BA,GENTIO DO OURO,15975
BA,GLÓRIA,19359
BA,GONGOGI,7413
BA,GOVERNADOR MANGABEIRA,20098
BA,GUAJERU,9739
BA,GUANAMBI,93760
BA,GUARATINGA,22271
BA,HELIÓPOLIS,19249
BA,IAÇU,28227
BA,IBIASSUCÊ,13122
BA,IBICARAÍ,27446
BA,IBICOARA,23807
BA,IBICUÍ,17567
BA,IBIPEBA,21397
BA,IBIPITANGA,19886
BA,IBIQUERA,6022
BA,IBIRAPITANGA,20745
BA,IBIRAPUÃ,10918
BA,IBIRATAIA,21396
BA,IBITIARA,17930
BA,IBITITÁ,25300
BA,IBOTIRAMA,30850
BA,ICHU,9641
BA,IGAPORÃ,19643
BA,IGRAPIÚNA,13331
BA,IGUAÍ,27354
BA,ILHÉUS,171685
BA,INHAMBUPE,37853
BA,IPECAETÁ,21433
BA,IPIAÚ,43653
BA,IPIRÁ,61133
BA,IPUPIARA,13214
BA,IRAJUBA,8048
BA,IRAMAIA,13518
BA,IRAQUARA,27235
BA,IRARÁ,35479
BA,IRECÊ,71310
BA,ITABELA,32106
BA,ITABERABA,60778
BA,ITABUNA,181262
BA,ITACARÉ,24659
BA,ITAETÉ,8250
BA,ITAGI,14296
BA,ITAGIBÁ,16582
BA,ITAGIMIRIM,9134
BA,ITAGUAÇU DA BAHIA,16732
BA,ITAJU DO COLÔNIA,8145
BA,ITAJUÍPE,24009
BA,ITAMARAJU,66865
BA,ITAMARI,9412
BA,ITAMBÉ,28331
BA,ITANAGRA,8982
BA,ITANHÉM,22596
BA,ITAPARICA,27056
BA,ITAPEBI,12101
BA,ITAPETINGA,67069
BA,ITAPICURU,33029
BA,ITAPITANGA,9389
BA,ITAPÉ,12809
BA,ITAQUARA,10222
BA,ITARANTIM,20647
BA,ITATIM,20068
BA,ITIRUÇU,12993
BA,ITIÚBA,41518
BA,ITORORÓ,24310
BA,ITUAÇU,23764
BA,ITUBERÁ,25952
BA,IUIU,10992
BA,JABORANDI,14871
BA,JACARACI,16143
BA,JACOBINA,78179
BA,JAGUAQUARA,47870
BA,JAGUARARI,33869
BA,JAGUARIPE,22954
BA,JANDAÍRA,13959
BA,JEQUIÉ,157292
BA,JEREMOABO,44003
BA,JIQUIRIÇÁ,16102
BA,JITAÚNA,16586
BA,JOÃO DOURADO,40931
BA,JUAZEIRO,227022
BA,JUCURUÇU,12950
BA,JUSSARA,20801
BA,JUSSARI,7022
BA,JUSSIAPE,10898
BA,LAFAIETE COUTINHO,6184
BA,LAGOA REAL,16639
BA,LAJE,29457
BA,LAJEDINHO,5347
BA,LAJEDO DO TABOCAL,9282
BA,LAJEDÃO,7556
BA,LAMARÃO,11439
BA,LAPÃO,34564
BA,LAURO DE FREITAS,198473
BA,LENÇÓIS,11714
BA,LICÍNIO DE ALMEIDA,13310
BA,LIVRAMENTO DE NOSSA SENHORA,52764
BA,LUÍS EDUARDO MAGALHÃES,99300
BA,MACAJUBA,14432
BA,MACARANI,19233
BA,MACAÚBAS,41662
BA,MACURURÉ,9932
BA,MADRE DE DEUS,25988
BA,MAETINGA,9930
BA,MAIQUINIQUE,13950
BA,MAIRI,19619
BA,MALHADA,21488
BA,MALHADA DE PEDRAS,12476
BA,MANOEL VITORINO,14268
BA,MANSIDÃO,16760
BA,MARACÁS,29339
BA,MARAGOGIPE,40298
BA,MARAÚ,21448
BA,MARCIONÍLIO SOUZA,11154
BA,MASCOTE,14144
BA,MATA DE SÃO JOÃO,58113
BA,MATINA,15212
BA,MEDEIROS NETO,26500
BA,MIGUEL CALMON,29291
BA,MILAGRES,14129
BA,MIRANGABA,17832
BA,MIRANTE,11882
BA,MONTE SANTO,60876
BA,MORPARÁ,11518
BA,MORRO DO CHAPÉU,36676
BA,MORTUGABA,13783
BA,MUCUGÊ,14855
BA,MUCURI,43429
BA,MULUNGU DO MORRO,16484
BA,MUNDO NOVO,21944
BA,MUNIZ FERREIRA,12492
BA,MUQUÉM DO SÃO FRANCISCO,11911
BA,MURITIBA,32258
BA,MUTUÍPE,25179
BA,NAZARÉ,32420
BA,NILO PEÇANHA,14661
BA,NORDESTINA,15069
BA,NOVA CANAÃ,17693
BA,NOVA FÁTIMA,12285
BA,NOVA IBIÁ,8265
BA,NOVA ITARANA,9348
BA,NOVA REDENÇÃO,9691
BA,NOVA SOURE,29709
BA,NOVA VIÇOSA,44359
BA,NOVO HORIZONTE,14370
BA,NOVO TRIUNFO,12475
BA,OLINDINA,27420
BA,OLIVEIRA DOS BREJINHOS,25908
BA,OURIÇANGAS,10095
BA,OUROLÂNDIA,20284
BA,PALMAS DE MONTE ALTO,26019
BA,PALMEIRAS,11107
BA,PARAMIRIM,26127
BA,PARATINGA,36085
BA,PARIPIRANGA,32457
BA,PAU BRASIL,11661
BA,PAULO AFONSO,114556
BA,PEDRO ALEXANDRE,15272
BA,PEDRÃO,9946
BA,PIATÃ,24408
BA,PILÃO ARCADO,41036
BA,PINDAÍ,19881
BA,PINDOBAÇU,24362
BA,PINTADAS,13211
BA,PIRAÍ DO NORTE,10620
BA,PIRIPÁ,13623
BA,PIRITIBA,21231
BA,PLANALTINO,10482
BA,PLANALTO,29643
BA,POJUCA,37477
BA,PONTO NOVO,20603
BA,PORTO SEGURO,137518
BA,POTIRAGUÁ,12466
BA,POÇÕES,50404
BA,PRADO,33638
BA,PRESIDENTE DUTRA,18238
BA,PRESIDENTE JÂNIO QUADROS,15914
BA,PRESIDENTE TANCREDO NEVES,30968
BA,PÉ DE SERRA,19481
BA,QUEIMADAS,29943
BA,QUIJINGUE,31816
BA,QUIXABEIRA,13647
BA,RAFAEL JAMBEIRO,26652
BA,REMANSO,45835
BA,RETIROLÂNDIA,19736
BA,RIACHO DE SANTANA,18583
BA,RIACHÃO DAS NEVES,29648
BA,RIACHÃO DO JACUÍPE,42513
BA,RIBEIRA DO AMPARO,18256
BA,RIBEIRA DO POMBAL,60880
BA,RIBEIRÃO DO LARGO,11894
BA,RIO DE CONTAS,18627
BA,RIO DO ANTÔNIO,16628
BA,RIO DO PIRES,14348
BA,RIO REAL,32764
BA,RODELAS,6082
BA,RUY BARBOSA,32817
BA,SALINAS DA MARGARIDA,20666
BA,SALVADOR,2322811
BA,SANTA BRÍGIDA,16658
BA,SANTA BÁRBARA,28006
BA,SANTA CRUZ CABRÁLIA,29446
BA,SANTA CRUZ DA VITÓRIA,7035
BA,SANTA INÊS,11493
BA,SANTA LUZIA,13582
BA,SANTA MARIA DA VITÓRIA,46405
BA,SANTA RITA DE CÁSSIA,35013
BA,SANTA TEREZINHA,13612
BA,SANTALUZ,48363
BA,SANTANA,30010
BA,SANTANÓPOLIS,13371
BA,SANTO AMARO,68897
BA,SANTO ANTÔNIO DE JESUS,107223
BA,SANTO ESTEVÃO,52923
BA,SAPEAÇU,23086
BA,SAUBARA,19993
BA,SAÚDE,12850
BA,SEABRA,50434
BA,SEBASTIÃO LARANJEIRAS,11037
BA,SENHOR DO BONFIM,56294
BA,SENTO SÉ,37085
BA,SERRA DO RAMALHO,37137
BA,SERRA DOURADA,23166
BA,SERRA PRETA,26009
BA,SERRINHA,90595
BA,SERROLÂNDIA,14506
BA,SIMÕES FILHO,61349
BA,SOBRADINHO,28176
BA,SOUTO SOARES,21925
BA,SÁTIRO DIAS,19147
BA,SÃO DESIDÉRIO,38998
BA,SÃO DOMINGOS,13282
BA,SÃO FELIPE,27053
BA,SÃO FRANCISCO DO CONDE,54601
BA,SÃO FÉLIX,15853
BA,SÃO FÉLIX DO CORIBE,20019
BA,SÃO GABRIEL,24229
BA,SÃO GONÇALO DOS CAMPOS,44395
BA,SÃO JOSÉ DA VITÓRIA,7481
BA,SÃO JOSÉ DO JACUÍPE,13086
BA,SÃO MIGUEL DAS MATAS,14749
BA,SÃO SEBASTIÃO DO PASSÉ,50990
BA,SÍTIO DO MATO,17075
BA,SÍTIO DO QUINTO,14631
BA,TABOCAS DO BREJO VELHO,17093
BA,TANHAÇU,28115
BA,TANQUE NOVO,22265
BA,TANQUINHO,10768
BA,TAPEROÁ,20723
BA,TAPIRAMUTÁ,16214
BA,TEIXEIRA DE FREITAS,145565
BA,TEODORO SAMPAIO,10442
BA,TEOFILÂNDIA,26343
BA,TEOLÂNDIA,17326
BA,TERRA NOVA,15139
BA,TREMEDAL,21637
BA,TUCANO,55567
BA,UAUÁ,26741
BA,UBAITABA,20370
BA,UBATÃ,17785
BA,UBAÍRA,24138
BA,UIBAÍ,17938
BA,UMBURANAS,17728
BA,UNA,21954
BA,URANDI,19834
BA,URUÇUCA,25902
BA,UTINGA,18761
BA,VALENTE,28923
BA,VALENÇA,87961
BA,VARZEDO,13354
BA,VERA CRUZ,48170
BA,VEREDA,10683
BA,VITÓRIA DA CONQUISTA,504810
BA,VÁRZEA DA ROÇA,15855
BA,VÁRZEA DO POÇO,10691
BA,VÁRZEA NOVA,15387
BA,WAGNER,10208
BA,WANDERLEY,17724
BA,WENCESLAU GUIMARÃES,24390
BA,XIQUE-XIQUE,50410
BA,ÁGUA FRIA,18339
BA,ÉRICO CARDOSO,13230
CE,ABAIARA,11122
CE,ACARAPE,19502
CE,ACARAÚ,69721
CE,ACOPIARA,60462
CE,AIUABA,16395
CE,ALCÂNTARAS,13270
CE,ALTANEIRA,9549
CE,ALTO SANTO,14175
CE,AMONTADA,51390
CE,ANTONINA DO NORTE,10288
CE,APUIARÉS,18623
CE,AQUIRAZ,93086
CE,ARACATI,85427
CE,ARACOIABA,39527
CE,ARARENDÁ,13500
CE,ARARIPE,24875
CE,ARATUBA,18298
CE,ARNEIROZ,11402
CE,ASSARÉ,28729
CE,AURORA,30899
CE,BAIXIO,13115
CE,BANABUIÚ,23521
CE,BARBALHA,67179
CE,BARREIRA,28405
CE,BARRO,36254
CE,BARROQUINHA,21558
CE,BATURITÉ,39505
CE,BEBERIBE,68941
CE,BELA CRUZ,30867
CE,BOA VIAGEM,62383
CE,BREJO SANTO,49189
CE,CAMOCIM,51915
CE,CAMPOS SALES,29319
CE,CANINDÉ,82167
CE,CAPISTRANO,22903
CE,CARIDADE,26839
CE,CARIRIAÇU,36348
CE,CARIRÉ,22708
CE,CARIÚS,18142
CE,CARNAUBAL,19934
CE,CASCAVEL,86854
CE,CATARINA,14198
CE,CATUNDA,13782
CE,CAUCAIA,496827
CE,CEDRO,30768
CE,CHAVAL,13189
CE,CHOROZINHO,27522
CE,CHORÓ,18249
CE,COREAÚ,30155
CE,CRATEÚS,80480
CE,CRATO,128142
CE,CROATÁ,20206
CE,CRUZ,31376
CE,DEPUTADO IRAPUAN PINHEIRO,11761
CE,ERERÉ,8129
CE,EUSÉBIO,71221
CE,FARIAS BRITO,25627
CE,FORQUILHA,28499
CE,FORTALEZA,3776834
CE,FORTIM,23026
CE,FRECHEIRINHA,19669
CE,GENERAL SAMPAIO,12704
CE,GRANJA,59879
CE,GRANJEIRO,9721
CE,GRAÇA,17835
CE,GROAÍRAS,14245
CE,GUAIÚBA,26225
CE,GUARACIABA DO NORTE,45274
CE,GUARAMIRANGA,7438
CE,HIDROLÂNDIA,23024
CE,HORIZONTE,86994
CE,IBARETAMA,19513
CE,IBIAPINA,26323
CE,IBICUITINGA,21127
CE,ICAPUÍ,26853
CE,ICÓ,71025
CE,IGUATU,105048
CE,INDEPENDÊNCIA,32785
CE,IPAPORANGA,14596
CE,IPAUMIRIM,14070
CE,IPU,45831
CE,IPUEIRAS,44431
CE,IRACEMA,17452
CE,IRAUÇUBA,28592
CE,ITAITINGA,43716
CE,ITAIÇABA,11133
CE,ITAPAJÉ,59482
CE,ITAPIPOCA,142015
CE,ITAPIÚNA,24609
CE,ITAREMA,47128
CE,ITATIRA,27744
CE,JAGUARETAMA,22111
CE,JAGUARIBARA,13588
CE,JAGUARIBE,42150
CE,JAGUARUANA,55032
CE,JARDIM,28954
CE,JATI,10750
CE,JIJOCA DE JERICOACOARA,26752
CE,JUAZEIRO DO NORTE,252844
CE,JUCÁS,29379
CE,LAVRAS DA MANGABEIRA,34679
CE,LIMOEIRO DO NORTE,66499
CE,MADALENA,16510
CE,MARACANAÚ,244261
CE,MARANGUAPE,109751
CE,MARCO,35062
CE,MARTINÓPOLE,20531
CE,MASSAPÊ,48232
CE,MAURITI,51295
CE,MERUOCA,18768
CE,MILAGRES,32960
CE,MILHÃ,17843
CE,MIRAÍMA,18558
CE,MISSÃO VELHA,54888
CE,MOMBAÇA,45756
CE,MONSENHOR TABOSA,22984
CE,MORADA NOVA,84283
CE,MORAÚJO,12662
CE,MORRINHOS,28687
CE,MUCAMBO,18126
CE,MULUNGU,13378
CE,NOVA OLINDA,18500
CE,NOVA RUSSAS,33459
CE,NOVO ORIENTE,27173
CE,OCARA,38666
CE,ORÓS,25703
CE,PACAJUS,78581
CE,PACATUBA,67017
CE,PACOTI,14919
CE,PACUJÁ,1649
CE,PALHANO,22658
CE,PALMÁCIA,14451
CE,PARACURU,45316
CE,PARAIPABA,40307
CE,PARAMBU,39964
CE,PARAMOTI,15473
CE,PEDRA BRANCA,65146
CE,PENAFORTE,12807
CE,PENTECOSTE,48040
CE,PEREIRO,21417
CE,PINDORETAMA,28540
CE,PIQUET CARNEIRO,18111
CE,PIRES FERREIRA,12999
CE,PORANGA,14649
CE,PORTEIRAS,21205
CE,POTENGI,9950
CE,POTIRETAMA,9878
CE,QUITERIANÓPOLIS,25824
CE,QUIXADÁ,85674
CE,QUIXELÔ,22246
CE,QUIXERAMOBIM,89261
CE,QUIXERÉ,27836
CE,REDENÇÃO,33202
CE,RERIUTABA,24087
CE,RUSSAS,89692
CE,SABOEIRO,18475
CE,SALITRE,19948
CE,SANTA QUITÉRIA,49109
CE,SANTANA DO ACARAÚ,29225
CE,SANTANA DO CARIRI,18973
CE,SENADOR POMPEU,29487
CE,SENADOR SÁ,10794
CE,SOBRAL,209861
CE,SOLONÓPOLE,22741
CE,SÃO BENEDITO,49858
CE,SÃO GONÇALO DO AMARANTE,69248
CE,SÃO JOÃO DO JAGUARIBE,10876
CE,SÃO LUÍS DO CURU,17947
CE,TABULEIRO DO NORTE,37431
CE,TAMBORIL,32363
CE,TARRAFAS,11080
CE,TAUÁ,67592
CE,TEJUÇUOCA,24420
CE,TIANGUÁ,65743
CE,TRAIRI,68736
CE,TURURU,20951
CE,UBAJARA,34963
CE,UMARI,9627
CE,UMIRIM,23649
CE,URUBURETAMA,27032
CE,URUOCA,17257
CE,VARJOTA,25882
CE,VIÇOSA DO CEARÁ,100486
CE,VÁRZEA ALEGRE,45217
ES,AFONSO CLÁUDIO,34532
ES,ALEGRE,32097
ES,ALFREDO CHAVES,18056
ES,ALTO RIO NOVO,9163
ES,ANCHIETA,34142
ES,APIACÁ,9322
ES,ARACRUZ,88625
ES,ATÍLIO VIVÁCQUA,13191
ES,BAIXO GUANDU,33758
ES,BARRA DE SÃO FRANCISCO,45225
ES,BOA ESPERANÇA,18658
ES,BOM JESUS DO NORTE,10419
ES,BREJETUBA,14238
ES,CACHOEIRO DE ITAPEMIRIM,188412
ES,CARIACICA,490626
ES,CASTELO,39505
ES,COLATINA,110327
ES,CONCEIÇÃO DA BARRA,26231
ES,CONCEIÇÃO DO CASTELO,13436
ES,DIVINO DE SÃO LOURENÇO,6773
ES,DOMINGOS MARTINS,38204
ES,DORES DO RIO PRETO,9515
ES,ECOPORANGA,27225
ES,FUNDÃO,20408
ES,GOVERNADOR LINDENBERG,12599
ES,GUARAPARI,119460
ES,GUAÇUÍ,29924
ES,IBATIBA,27423
ES,IBIRAÇU,13777
ES,IBITIRAMA,16228
ES,ICONHA,16976
ES,IRUPI,15518
ES,ITAGUAÇU,16783
ES,ITAPEMIRIM,75695
ES,ITARANA,13901
ES,IÚNA,29007
ES,JAGUARÉ,31978
ES,JERÔNIMO MONTEIRO,14213
ES,JOÃO NEIVA,18172
ES,LARANJA DA TERRA,15144
ES,LINHARES,148546
ES,MANTENÓPOLIS,15691
ES,MARATAÍZES,46262
ES,MARECHAL FLORIANO,18222
ES,MARILÂNDIA,15974
ES,MIMOSO DO SUL,29233
ES,MONTANHA,20017
ES,MUCURICI,7896
ES,MUNIZ FREIRE,17669
ES,MUQUI,16344
ES,NOVA VENÉCIA,51095
ES,PANCAS,22354
ES,PEDRO CANÁRIO,24883
ES,PINHEIROS,25604
ES,PIÚMA,24680
ES,PONTO BELO,9686
ES,PRESIDENTE KENNEDY,19680
ES,RIO BANANAL,18620
ES,RIO NOVO DO SUL,13313
ES,SANTA LEOPOLDINA,14745
ES,SANTA MARIA DE JETIBÁ,43535
ES,SANTA TERESA,26195
ES,SERRA,622057
ES,SOORETAMA,26665
ES,SÃO DOMINGOS DO NORTE,11881
ES,SÃO GABRIEL DA PALHA,35494
ES,SÃO JOSÉ DO CALÇADO,12451
ES,SÃO MATEUS,111665
